-1,-1,127,0,0,1.01107806587918,
-1,-1,127,0,0,1.01107806587918,
-1,-1,127,0,0,1.01107806587918,
-1,-1,127,0,0,1.01107806587918,
-1,-1,127,0,0,1.01107806587918,
-1,-1,127,0,0,1.01107806587918,
-1,133,127,0,1.12883789168469,1.01107806587918,
-1,133,127,0,1.12883789168469,1.01107806587918,
-1,133,127,0,1.12883789168469,1.01107806587918,
-1,134,127,0,1.14975699539774,1.01107806587918,
-1,134,127,0,1.14975699539774,1.01107806587918,
-1,134,127,0,1.14975699539774,1.01107806587918,
-1,135,127,0,1.17106376230262,1.01107806587918,
-1,135,127,0,1.17106376230262,1.01107806587918,
-1,135,127,0,1.17106376230262,1.01107806587918,
-1,136,127,0,1.192765376395,1.01107806587918,
-1,136,127,0,1.192765376395,1.01107806587918,
-1,136,127,0,1.192765376395,1.01107806587918,
-1,136,127,0,1.192765376395,1.01107806587918,
141,135,127,1.30745705309762,1.17106376230262,1.01107806587918,
142,135,126,1.33168624481379,1.17106376230262,0.992682137864147,
142,134,126,1.33168624481379,1.14975699539774,0.992682137864147,
142,134,125,1.33168624481379,1.14975699539774,0.974620912162375,
142,133,125,1.33168624481379,1.12883789168469,0.974620912162375,
143,133,124,1.35636444074759,1.12883789168469,0.956888299076272,
143,132,124,1.35636444074759,1.10829939787609,0.956888299076272,
144,132,123,1.38149996163832,1.10829939787609,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,132,123,1.38149996163832,1.10829939787609,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,131,123,1.38149996163832,1.08813458901467,0.939478319706455,
144,133,124,1.38149996163832,1.12883789168469,0.956888299076272,
144,133,124,1.38149996163832,1.12883789168469,0.956888299076272,
143,134,125,1.35636444074759,1.14975699539774,0.974620912162375,
143,135,126,1.35636444074759,1.17106376230262,0.992682137864147,
143,135,127,1.35636444074759,1.17106376230262,1.01107806587918,
142,136,128,1.33168624481379,1.192765376395,1.02981489875652,
143,137,128,1.35636444074759,1.21486915480104,1.02981489875652,
142,137,129,1.33168624481379,1.21486915480104,1.04889895398803,
143,138,130,1.35636444074759,1.23738255024451,1.06833666613839,
143,138,130,1.35636444074759,1.23738255024451,1.06833666613839,
143,138,131,1.35636444074759,1.23738255024451,1.08813458901467,
144,139,132,1.38149996163832,1.26031315355961,1.10829939787609,
145,139,132,1.40710128242137,1.26031315355961,1.10829939787609,
145,139,133,1.40710128242137,1.26031315355961,1.12883789168469,
146,140,133,1.43317703508574,1.2836686962504,1.12883789168469,
147,140,133,1.45973601158446,1.2836686962504,1.12883789168469,
147,140,133,1.45973601158446,1.2836686962504,1.12883789168469,
148,141,134,1.48678716679898,1.30745705309762,1.14975699539774,
149,141,134,1.51433962155852,1.30745705309762,1.14975699539774,
150,142,134,1.54240266571527,1.33168624481379,1.14975699539774,
151,142,135,1.57098576127669,1.33168624481379,1.17106376230262,
151,142,135,1.57098576127669,1.33168624481379,1.17106376230262,
151,143,136,1.57098576127669,1.35636444074759,1.192765376395,
151,143,136,1.57098576127669,1.35636444074759,1.192765376395,
151,144,136,1.57098576127669,1.38149996163832,1.192765376395,
151,144,136,1.57098576127669,1.38149996163832,1.192765376395,
151,145,137,1.57098576127669,1.40710128242137,1.21486915480104,
151,146,138,1.57098576127669,1.43317703508574,1.23738255024451,
151,146,138,1.57098576127669,1.43317703508574,1.23738255024451,
151,146,138,1.57098576127669,1.43317703508574,1.23738255024451,
151,147,139,1.57098576127669,1.45973601158446,1.26031315355961,
151,147,139,1.57098576127669,1.45973601158446,1.26031315355961,
151,148,139,1.57098576127669,1.48678716679898,1.26031315355961,
151,148,140,1.57098576127669,1.48678716679898,1.2836686962504,
151,149,140,1.57098576127669,1.51433962155852,1.2836686962504,
151,149,141,1.57098576127669,1.51433962155852,1.30745705309762,
151,150,141,1.57098576127669,1.54240266571527,1.30745705309762,
151,150,141,1.57098576127669,1.54240266571527,1.30745705309762,
151,150,142,1.57098576127669,1.54240266571527,1.33168624481379,
151,151,143,1.57098576127669,1.57098576127669,1.35636444074759,
151,152,143,1.57098576127669,1.60009854559581,1.35636444074759,
151,152,144,1.57098576127669,1.60009854559581,1.38149996163832,
151,152,144,1.57098576127669,1.60009854559581,1.38149996163832,
151,153,145,1.57098576127669,1.62975083462064,1.40710128242137,
151,153,145,1.57098576127669,1.62975083462064,1.40710128242137,
151,154,145,1.57098576127669,1.65995262620382,1.40710128242137,
151,154,145,1.57098576127669,1.65995262620382,1.40710128242137,
151,154,145,1.57098576127669,1.65995262620382,1.40710128242137,
151,155,146,1.57098576127669,1.69071410347358,1.43317703508574,
141,155,146,1.30745705309762,1.69071410347358,1.43317703508574,
140,155,147,1.2836686962504,1.69071410347358,1.45973601158446,
140,155,147,1.2836686962504,1.69071410347358,1.45973601158446,
140,156,147,1.2836686962504,1.7220456382672,1.45973601158446,
140,156,147,1.2836686962504,1.7220456382672,1.45973601158446,
140,157,148,1.2836686962504,1.75395779462807,1.48678716679898,
140,157,148,1.2836686962504,1.75395779462807,1.48678716679898,
140,157,148,1.2836686962504,1.75395779462807,1.48678716679898,
