-4317.00,0.04,
-4284.00,0.00,
-4251.00,0.00,
-4218.00,0.00,
-4185.00,0.00,
-4152.00,0.00,
-4119.00,0.00,
-4086.00,0.00,
-4053.00,0.00,
-4020.00,0.00,
-3987.00,0.00,
-3954.00,0.00,
-3921.00,0.00,
-3888.00,0.00,
-3855.00,0.00,
-3822.00,0.00,
-3789.00,0.00,
-3756.00,0.00,
-3723.00,0.00,
-3690.00,0.00,
-3657.00,0.00,
-3624.00,0.00,
-3591.00,0.00,
-3558.00,0.00,
-3525.00,0.00,
-3492.00,0.00,
-3459.00,0.00,
-3426.00,0.00,
-3393.00,0.00,
-3360.00,0.00,
-3327.00,0.00,
-3294.00,0.00,
-3261.00,0.00,
-3228.00,0.00,
-3195.00,0.00,
-3162.00,0.00,
-3129.00,0.00,
-3096.00,0.00,
-3063.00,0.00,
-3030.00,0.00,
-2997.00,0.00,
-2964.00,0.00,
-2931.00,0.00,
-2898.00,0.00,
-2865.00,0.00,
-2832.00,0.00,
-2799.00,0.00,
-2766.00,0.00,
-2733.00,0.00,
-2700.00,0.00,
-2667.00,0.00,
-2634.00,0.00,
-2601.00,0.00,
-2568.00,0.00,
-2535.00,0.00,
-2502.00,0.00,
-2469.00,0.00,
-2436.00,0.00,
-2403.00,0.00,
-2370.00,0.00,
-2337.00,0.00,
-2304.00,0.00,
-2271.00,0.00,
-2238.00,0.00,
-2205.00,0.00,
-2172.00,0.00,
-2139.00,0.00,
-2106.00,0.00,
-2073.00,0.04,
-2040.00,0.00,
-2007.00,0.00,
-1974.00,0.00,
-1941.00,0.00,
-1908.00,0.00,
-1875.00,0.00,
-1842.00,0.00,
-1809.00,0.00,
-1776.00,0.00,
-1743.00,0.00,
-1710.00,0.00,
-1677.00,0.00,
-1644.00,0.00,
-1611.00,0.00,
-1578.00,0.00,
-1545.00,0.00,
-1512.00,0.00,
-1479.00,0.00,
-1446.00,0.00,
-1413.00,0.00,
-1380.00,0.00,
-1347.00,0.00,
-1314.00,0.00,
-1281.00,0.00,
-1248.00,0.00,
-1215.00,0.00,
-1182.00,0.00,
-1149.00,0.00,
-1116.00,0.04,
-1083.00,0.00,
-1050.00,0.04,
-1017.00,0.00,
-984.00,0.00,
-951.00,0.00,
-918.00,0.00,
-885.00,0.00,
-852.00,0.00,
-819.00,0.25,
-786.00,0.00,
-753.00,0.00,
-720.00,0.00,
-687.00,0.04,
-654.00,0.00,
-621.00,0.91,
-588.00,0.00,
-555.00,0.04,
-522.00,0.00,
-489.00,0.00,
-456.00,0.00,
-423.00,2.78,
-390.00,0.00,
-357.00,0.00,
-324.00,0.00,
-291.00,2.49,
-258.00,0.00,
-225.00,10.22,
-192.00,0.00,
-159.00,5.96,
-126.00,0.00,
-93.00,0.00,
-60.00,0.00,
-27.00,38.65,
6.00,0.00,
39.00,0.00,
72.00,0.00,
105.00,0.00,
138.00,0.00,
171.00,17.74,
204.00,0.00,
237.00,11.03,
270.00,0.00,
303.00,4.61,
336.00,0.00,
369.00,0.00,
402.00,0.00,
435.00,0.00,
468.00,4.12,
501.00,0.00,
534.00,0.00,
567.00,0.00,
600.00,0.00,
633.00,0.00,
666.00,0.66,
699.00,0.00,
732.00,0.00,
765.00,0.04,
798.00,0.00,
831.00,0.00,
864.00,0.00,
897.00,0.25,
930.00,0.00,
963.00,0.00,
996.00,0.00,
1029.00,0.00,
1062.00,0.00,
1095.00,0.00,
1128.00,0.00,
1161.00,0.00,
1194.00,0.00,
1227.00,0.00,
1260.00,0.00,
1293.00,0.00,
1326.00,0.00,
1359.00,0.00,
1392.00,0.00,
1425.00,0.00,
1458.00,0.00,
1491.00,0.00,
1524.00,0.00,
1557.00,0.00,
1590.00,0.00,
1623.00,0.00,
1656.00,0.00,
1689.00,0.00,
1722.00,0.00,
1755.00,0.00,
1788.00,0.00,
1821.00,0.00,
1854.00,0.00,
1887.00,0.00,
1920.00,0.00,
1953.00,0.00,
1986.00,0.00,
2019.00,0.00,
2052.00,0.00,
2085.00,0.00,
2118.00,0.00,
2151.00,0.00,
2184.00,0.00,
2217.00,0.00,
2250.00,0.04,
