Country,Strategy,Eq,Bo,Withdrawal,Rebalance,TrailAver,TrailMax,TrailMin,WDAver,WDMax,WDMin,SuccessRate, 
Norway.JPG,1,55,30,7.00,11,0.01,4.63,0.00,152,280,0,0.01,
Norway.JPG,1,55,30,7.50,11,0.00,2.41,0.00,147,300,0,0.00,
Norway.JPG,1,55,30,8.00,11,0.00,4.13,0.00,143,320,0,0.00,
Norway.JPG,1,55,30,8.50,11,0.00,0.50,0.00,140,340,0,0.00,
Norway.JPG,1,55,30,9.00,11,0.00,0.00,0.00,137,360,0,0.00,
Norway.JPG,1,55,30,9.50,11,0.00,0.00,0.00,135,380,0,0.00,
Portugal.JPG,1,55,30,0.00,11,13.12,35.46,5.03,0,0,0,1.00,
Portugal.JPG,1,55,30,0.50,11,11.71,40.92,4.28,20,20,20,1.00,
Portugal.JPG,1,55,30,1.00,11,10.28,33.12,3.06,40,40,40,1.00,
Portugal.JPG,1,55,30,1.50,11,8.75,27.52,2.38,60,60,30,1.00,
Portugal.JPG,1,55,30,2.00,11,7.34,29.02,1.52,80,80,40,1.00,
Portugal.JPG,1,55,30,2.50,11,5.88,34.13,0.89,100,100,50,1.00,
Portugal.JPG,1,55,30,3.00,11,4.48,21.08,0.23,119,120,60,1.00,
Portugal.JPG,1,55,30,3.50,11,3.26,19.57,0.00,136,140,0,0.99,
Portugal.JPG,1,55,30,4.00,11,2.09,17.32,0.00,148,160,0,0.94,
Portugal.JPG,1,55,30,4.50,11,1.15,12.53,0.00,157,180,0,0.76,
Portugal.JPG,1,55,30,5.00,11,0.53,7.68,0.00,159,200,0,0.47,
Portugal.JPG,1,55,30,5.50,11,0.22,9.76,0.00,157,220,0,0.21,
Portugal.JPG,1,55,30,6.00,11,0.07,11.94,0.00,151,240,0,0.08,
Portugal.JPG,1,55,30,6.50,11,0.03,9.72,0.00,146,260,0,0.03,
Portugal.JPG,1,55,30,7.00,11,0.01,5.54,0.00,141,280,0,0.01,
Portugal.JPG,1,55,30,7.50,11,0.00,2.23,0.00,138,300,0,0.00,
Portugal.JPG,1,55,30,8.00,11,0.00,0.05,0.00,135,320,0,0.00,
Portugal.JPG,1,55,30,8.50,11,0.00,0.80,0.00,132,340,0,0.00,
Portugal.JPG,1,55,30,9.00,11,0.00,0.37,0.00,130,360,0,0.00,
Portugal.JPG,1,55,30,9.50,11,0.00,0.00,0.00,129,380,0,0.00,
Russia.JPG,1,55,30,0.00,11,12.82,185.32,3.27,0,0,0,1.00,
Russia.JPG,1,55,30,0.50,11,11.26,132.52,2.78,20,20,10,1.00,
Russia.JPG,1,55,30,1.00,11,9.72,111.02,2.21,40,40,20,1.00,
Russia.JPG,1,55,30,1.50,11,8.50,297.28,1.24,58,60,30,1.00,
Russia.JPG,1,55,30,2.00,11,6.94,258.77,0.81,75,80,40,1.00,
Russia.JPG,1,55,30,2.50,11,5.86,202.69,0.33,92,100,50,1.00,
Russia.JPG,1,55,30,3.00,11,4.57,84.45,0.00,106,120,0,1.00,
Russia.JPG,1,55,30,3.50,11,3.34,62.67,0.00,119,140,0,0.99,
Russia.JPG,1,55,30,4.00,11,2.37,76.98,0.00,130,160,0,0.91,
Russia.JPG,1,55,30,4.50,11,1.54,88.66,0.00,138,180,0,0.72,
Russia.JPG,1,55,30,5.00,11,0.93,189.11,0.00,142,200,0,0.45,
Russia.JPG,1,55,30,5.50,11,0.51,70.06,0.00,141,220,0,0.23,
Russia.JPG,1,55,30,6.00,11,0.35,117.01,0.00,138,240,0,0.12,
Russia.JPG,1,55,30,6.50,11,0.18,75.62,0.00,133,260,0,0.05,
Russia.JPG,1,55,30,7.00,11,0.18,140.32,0.00,131,280,0,0.03,
Russia.JPG,1,55,30,7.50,11,0.15,131.61,0.00,128,300,0,0.02,
Russia.JPG,1,55,30,8.00,11,0.06,38.39,0.00,126,320,0,0.01,
Russia.JPG,1,55,30,8.50,11,0.06,55.41,0.00,123,340,0,0.01,
Russia.JPG,1,55,30,9.00,11,0.08,88.42,0.00,122,360,0,0.01,
Russia.JPG,1,55,30,9.50,11,0.02,20.39,0.00,121,380,0,0.00,
SouthAfrica.JPG,1,55,30,0.00,11,24.70,70.60,8.64,0,0,0,1.00,
SouthAfrica.JPG,1,55,30,0.50,11,22.67,80.40,7.81,20,20,20,1.00,
SouthAfrica.JPG,1,55,30,1.00,11,20.48,70.03,7.27,40,40,40,1.00,
SouthAfrica.JPG,1,55,30,1.50,11,18.32,51.13,5.22,60,60,60,1.00,
SouthAfrica.JPG,1,55,30,2.00,11,16.14,54.42,4.17,80,80,80,1.00,
SouthAfrica.JPG,1,55,30,2.50,11,14.07,47.90,3.21,100,100,100,1.00,
SouthAfrica.JPG,1,55,30,3.00,11,11.78,50.92,1.84,120,120,60,1.00,
SouthAfrica.JPG,1,55,30,3.50,11,9.69,41.01,0.00,140,140,0,1.00,
SouthAfrica.JPG,1,55,30,4.00,11,7.56,47.11,0.00,159,160,0,1.00,
SouthAfrica.JPG,1,55,30,4.50,11,5.47,36.05,0.00,175,180,0,0.98,
SouthAfrica.JPG,1,55,30,5.00,11,3.74,29.69,0.00,186,200,0,0.92,
SouthAfrica.JPG,1,55,30,5.50,11,2.36,21.87,0.00,191,220,0,0.76,
SouthAfrica.JPG,1,55,30,6.00,11,1.31,21.58,0.00,188,240,0,0.51,
SouthAfrica.JPG,1,55,30,6.50,11,0.73,17.67,0.00,183,260,0,0.32,
SouthAfrica.JPG,1,55,30,7.00,11,0.32,20.31,0.00,174,280,0,0.16,
SouthAfrica.JPG,1,55,30,7.50,11,0.14,17.14,0.00,167,300,0,0.07,
SouthAfrica.JPG,1,55,30,8.00,11,0.05,13.67,0.00,159,320,0,0.03,
SouthAfrica.JPG,1,55,30,8.50,11,0.01,6.27,0.00,153,340,0,0.01,
SouthAfrica.JPG,1,55,30,9.00,11,0.00,6.02,0.00,149,360,0,0.00,
SouthAfrica.JPG,1,55,30,9.50,11,0.00,2.58,0.00,144,380,0,0.00,
Spain.JPG,1,55,30,0.00,11,13.84,43.51,5.90,0,0,0,1.00,
Spain.JPG,1,55,30,0.50,11,12.39,27.94,5.08,20,20,20,1.00,
Spain.JPG,1,55,30,1.00,11,10.93,25.67,3.93,40,40,40,1.00,
Spain.JPG,1,55,30,1.50,11,9.34,24.41,3.55,60,60,60,1.00,
Spain.JPG,1,55,30,2.00,11,7.91,24.18,2.17,80,80,80,1.00,
Spain.JPG,1,55,30,2.50,11,6.39,25.35,1.54,100,100,50,1.00,
Spain.JPG,1,55,30,3.00,11,4.99,22.27,0.10,120,120,60,1.00,
Spain.JPG,1,55,30,3.50,11,3.53,15.95,0.00,139,140,0,1.00,
Spain.JPG,1,55,30,4.00,11,2.16,12.67,0.00,155,160,0,0.96,
Spain.JPG,1,55,30,4.50,11,1.13,10.11,0.00,164,180,0,0.78,
Spain.JPG,1,55,30,5.00,11,0.48,6.97,0.00,167,200,0,0.47,
Spain.JPG,1,55,30,5.50,11,0.19,9.18,0.00,162,220,0,0.20,
Spain.JPG,1,55,30,6.00,11,0.05,4.90,0.00,156,240,0,0.06,
Spain.JPG,1,55,30,6.50,11,0.01,3.25,0.00,150,260,0,0.02,
Spain.JPG,1,55,30,7.00,11,0.00,1.71,0.00,145,280,0,0.00,
Spain.JPG,1,55,30,7.50,11,0.00,1.24,0.00,141,300,0,0.00,
Spain.JPG,1,55,30,8.00,11,0.00,0.62,0.00,138,320,0,0.00,
Spain.JPG,1,55,30,8.50,11,0.00,0.00,0.00,135,340,0,0.00,
Spain.JPG,1,55,30,9.00,11,0.00,0.00,0.00,133,360,0,0.00,
Spain.JPG,1,55,30,9.50,11,0.00,0.00,0.00,131,380,0,0.00,
Sweden.JPG,1,55,30,0.00,11,19.87,50.69,6.86,0,0,0,1.00,
Sweden.JPG,1,55,30,0.50,11,17.92,45.74,5.68,20,20,20,1.00,
Sweden.JPG,1,55,30,1.00,11,16.03,40.28,5.70,40,40,40,1.00,
Sweden.JPG,1,55,30,1.50,11,14.34,43.19,4.40,60,60,60,1.00,
Sweden.JPG,1,55,30,2.00,11,12.27,37.57,3.22,80,80,80,1.00,
Sweden.JPG,1,55,30,2.50,11,10.67,46.70,2.49,100,100,50,1.00,
Sweden.JPG,1,55,30,3.00,11,8.71,35.81,0.34,120,120,60,1.00,
Sweden.JPG,1,55,30,3.50,11,6.89,29.76,0.00,140,140,0,1.00,
Sweden.JPG,1,55,30,4.00,11,5.06,29.38,0.00,159,160,0,1.00,
Sweden.JPG,1,55,30,4.50,11,3.38,21.69,0.00,174,180,0,0.96,
Sweden.JPG,1,55,30,5.00,11,2.04,21.20,0.00,183,200,0,0.82,
Sweden.JPG,1,55,30,5.50,11,1.14,15.60,0.00,185,220,0,0.59,
Sweden.JPG,1,55,30,6.00,11,0.52,14.57,0.00,179,240,0,0.32,
Sweden.JPG,1,55,30,6.50,11,0.23,15.02,0.00,173,260,0,0.16,
Sweden.JPG,1,55,30,7.00,11,0.09,8.58,0.00,165,280,0,0.06,
Sweden.JPG,1,55,30,7.50,11,0.03,5.23,0.00,159,300,0,0.03,
Sweden.JPG,1,55,30,8.00,11,0.01,6.44,0.00,152,320,0,0.01,
Sweden.JPG,1,55,30,8.50,11,0.00,3.62,0.00,148,340,0,0.00,
Sweden.JPG,1,55,30,9.00,11,0.00,0.50,0.00,144,360,0,0.00,
Sweden.JPG,1,55,30,9.50,11,0.00,0.00,0.00,141,380,0,0.00,
Switzerland.JPG,1,55,30,0.00,11,15.41,32.29,7.36,0,0,0,1.00,
Switzerland.JPG,1,55,30,0.50,11,13.88,38.16,5.82,20,20,20,1.00,
Switzerland.JPG,1,55,30,1.00,11,12.32,30.75,3.73,40,40,40,1.00,
Switzerland.JPG,1,55,30,1.50,11,10.75,24.74,3.17,60,60,60,1.00,
Switzerland.JPG,1,55,30,2.00,11,9.16,25.17,2.65,80,80,80,1.00,
Switzerland.JPG,1,55,30,2.50,11,7.56,22.57,1.11,100,100,100,1.00,
Switzerland.JPG,1,55,30,3.00,11,5.92,17.47,1.04,120,120,60,1.00,
Switzerland.JPG,1,55,30,3.50,11,4.35,16.23,0.00,140,140,0,1.00,
Switzerland.JPG,1,55,30,4.00,11,2.87,14.45,0.00,158,160,0,0.99,
Switzerland.JPG,1,55,30,4.50,11,1.60,11.50,0.00,170,180,0,0.87,
Switzerland.JPG,1,55,30,5.00,11,0.71,9.78,0.00,175,200,0,0.58,
Switzerland.JPG,1,55,30,5.50,11,0.23,6.39,0.00,171,220,0,0.26,
Switzerland.JPG,1,55,30,6.00,11,0.08,7.54,0.00,165,240,0,0.10,
Switzerland.JPG,1,55,30,6.50,11,0.02,4.22,0.00,157,260,0,0.03,
Switzerland.JPG,1,55,30,7.00,11,0.01,2.56,0.00,150,280,0,0.01,
Switzerland.JPG,1,55,30,7.50,11,0.00,4.87,0.00,147,300,0,0.00,
Switzerland.JPG,1,55,30,8.00,11,0.00,0.00,0.00,142,320,0,0.00,
Switzerland.JPG,1,55,30,8.50,11,0.00,0.00,0.00,139,340,0,0.00,
Switzerland.JPG,1,55,30,9.00,11,0.00,0.00,0.00,136,360,0,0.00,
Switzerland.JPG,1,55,30,9.50,11,0.00,0.00,0.00,134,380,0,0.00,
UK.JPG,1,55,30,0.00,11,17.58,38.51,7.51,0,0,0,1.00,
UK.JPG,1,55,30,0.50,11,15.87,39.99,6.42,20,20,20,1.00,
UK.JPG,1,55,30,1.00,11,14.12,32.20,5.06,40,40,40,1.00,
UK.JPG,1,55,30,1.50,11,12.32,33.10,4.68,60,60,60,1.00,
UK.JPG,1,55,30,2.00,11,10.61,34.63,2.37,80,80,80,1.00,
UK.JPG,1,55,30,2.50,11,8.90,25.80,2.24,100,100,100,1.00,
UK.JPG,1,55,30,3.00,11,7.21,23.18,0.93,120,120,60,1.00,
UK.JPG,1,55,30,3.50,11,5.43,19.69,0.13,140,140,70,1.00,
UK.JPG,1,55,30,4.00,11,3.81,16.48,0.00,159,160,0,0.99,
UK.JPG,1,55,30,4.50,11,2.31,17.29,0.00,173,180,0,0.94,
UK.JPG,1,55,30,5.00,11,1.16,14.87,0.00,180,200,0,0.72,
UK.JPG,1,55,30,5.50,11,0.47,9.51,0.00,179,220,0,0.39,
UK.JPG,1,55,30,6.00,11,0.17,16.50,0.00,171,240,0,0.17,
UK.JPG,1,55,30,6.50,11,0.06,10.00,0.00,163,260,0,0.06,
UK.JPG,1,55,30,7.00,11,0.01,5.30,0.00,156,280,0,0.01,
UK.JPG,1,55,30,7.50,11,0.01,6.11,0.00,151,300,0,0.01,
UK.JPG,1,55,30,8.00,11,0.00,2.46,0.00,146,320,0,0.00,
UK.JPG,1,55,30,8.50,11,0.00,1.95,0.00,142,340,0,0.00,
UK.JPG,1,55,30,9.00,11,0.00,1.46,0.00,139,360,0,0.00,
UK.JPG,1,55,30,9.50,11,0.00,0.00,0.00,137,380,0,0.00,
US.JPG,1,55,30,0.00,11,20.98,49.12,8.66,0,0,0,1.00,
US.JPG,1,55,30,0.50,11,19.29,45.99,7.69,20,20,20,1.00,
US.JPG,1,55,30,1.00,11,17.23,46.62,5.66,40,40,40,1.00,
US.JPG,1,55,30,1.50,11,15.24,47.27,5.22,60,60,60,1.00,
US.JPG,1,55,30,2.00,11,13.46,41.74,3.97,80,80,80,1.00,
US.JPG,1,55,30,2.50,11,11.29,36.24,2.82,100,100,100,1.00,
US.JPG,1,55,30,3.00,11,9.51,31.78,1.51,120,120,60,1.00,
US.JPG,1,55,30,3.50,11,7.49,26.70,0.50,140,140,70,1.00,
US.JPG,1,55,30,4.00,11,5.61,22.64,0.00,159,160,0,1.00,
US.JPG,1,55,30,4.50,11,3.87,18.43,0.00,175,180,0,0.98,
US.JPG,1,55,30,5.00,11,2.38,19.16,0.00,186,200,0,0.89,
US.JPG,1,55,30,5.50,11,1.30,16.42,0.00,188,220,0,0.66,
US.JPG,1,55,30,6.00,11,0.60,13.13,0.00,184,240,0,0.38,
US.JPG,1,55,30,6.50,11,0.25,9.16,0.00,176,260,0,0.18,
US.JPG,1,55,30,7.00,11,0.08,9.90,0.00,168,280,0,0.07,
US.JPG,1,55,30,7.50,11,0.02,4.59,0.00,160,300,0,0.02,
US.JPG,1,55,30,8.00,11,0.01,4.27,0.00,154,320,0,0.01,
US.JPG,1,55,30,8.50,11,0.00,1.81,0.00,149,340,0,0.00,
US.JPG,1,55,30,9.00,11,0.00,0.00,0.00,145,360,0,0.00,
US.JPG,1,55,30,9.50,11,0.00,0.17,0.00,142,380,0,0.00,
World.JPG,1,55,30,0.00,11,16.01,38.46,6.94,0,0,0,1.00,
World.JPG,1,55,30,0.50,11,14.40,31.08,5.07,20,20,20,1.00,
World.JPG,1,55,30,1.00,11,12.80,33.06,3.91,40,40,40,1.00,
World.JPG,1,55,30,1.50,11,11.25,27.77,3.43,60,60,60,1.00,
World.JPG,1,55,30,2.00,11,9.60,26.48,2.38,80,80,80,1.00,
World.JPG,1,55,30,2.50,11,8.01,26.77,1.98,100,100,100,1.00,
World.JPG,1,55,30,3.00,11,6.27,17.87,0.67,120,120,60,1.00,
World.JPG,1,55,30,3.50,11,4.70,19.33,0.02,140,140,70,1.00,
World.JPG,1,55,30,4.00,11,3.13,19.54,0.00,158,160,0,0.99,
World.JPG,1,55,30,4.50,11,1.74,11.29,0.00,171,180,0,0.89,
World.JPG,1,55,30,5.00,11,0.79,10.30,0.00,177,200,0,0.62,
World.JPG,1,55,30,5.50,11,0.28,7.83,0.00,173,220,0,0.30,
World.JPG,1,55,30,6.00,11,0.10,5.78,0.00,167,240,0,0.12,
World.JPG,1,55,30,6.50,11,0.03,5.85,0.00,159,260,0,0.03,
World.JPG,1,55,30,7.00,11,0.00,2.67,0.00,152,280,0,0.01,
World.JPG,1,55,30,7.50,11,0.00,3.78,0.00,147,300,0,0.00,
World.JPG,1,55,30,8.00,11,0.00,0.81,0.00,143,320,0,0.00,
World.JPG,1,55,30,8.50,11,0.00,0.00,0.00,140,340,0,0.00,
World.JPG,1,55,30,9.00,11,0.00,0.00,0.00,137,360,0,0.00,
World.JPG,1,55,30,9.50,11,0.00,0.00,0.00,134,380,0,0.00,
WorldMinusUS.JPG,1,55,30,0.00,11,17.41,45.18,7.05,0,0,0,1.00,
WorldMinusUS.JPG,1,55,30,0.50,11,15.74,45.53,5.78,20,20,20,1.00,
WorldMinusUS.JPG,1,55,30,1.00,11,13.84,49.31,4.60,40,40,40,1.00,
WorldMinusUS.JPG,1,55,30,1.50,11,12.21,36.99,3.57,60,60,60,1.00,
WorldMinusUS.JPG,1,55,30,2.00,11,10.52,33.29,2.24,80,80,80,1.00,
WorldMinusUS.JPG,1,55,30,2.50,11,8.83,32.61,1.69,100,100,50,1.00,
WorldMinusUS.JPG,1,55,30,3.00,11,7.03,29.32,0.79,120,120,60,1.00,
WorldMinusUS.JPG,1,55,30,3.50,11,5.34,23.56,0.00,140,140,0,1.00,
WorldMinusUS.JPG,1,55,30,4.00,11,3.73,26.23,0.00,158,160,0,0.99,
WorldMinusUS.JPG,1,55,30,4.50,11,2.28,17.44,0.00,171,180,0,0.90,
WorldMinusUS.JPG,1,55,30,5.00,11,1.18,18.43,0.00,178,200,0,0.67,
WorldMinusUS.JPG,1,55,30,5.50,11,0.51,17.71,0.00,176,220,0,0.37,
WorldMinusUS.JPG,1,55,30,6.00,11,0.21,12.52,0.00,169,240,0,0.17,
WorldMinusUS.JPG,1,55,30,6.50,11,0.09,14.08,0.00,162,260,0,0.07,
WorldMinusUS.JPG,1,55,30,7.00,11,0.03,5.86,0.00,155,280,0,0.03,
WorldMinusUS.JPG,1,55,30,7.50,11,0.01,10.12,0.00,150,300,0,0.01,
WorldMinusUS.JPG,1,55,30,8.00,11,0.00,2.61,0.00,145,320,0,0.00,
WorldMinusUS.JPG,1,55,30,8.50,11,0.00,6.28,0.00,141,340,0,0.00,
WorldMinusUS.JPG,1,55,30,9.00,11,0.00,1.05,0.00,138,360,0,0.00,
WorldMinusUS.JPG,1,55,30,9.50,11,0.00,2.07,0.00,136,380,0,0.00,
